index,Arrival_Date,Depart_Date,Time_In_System_Seconds,Queue_Length_Before_Join,Left_Early,Interarrival_Times_Seconds,Actual_Service_Time_Seconds
0,2023-04-03 11:59:39.649887,2023-04-03 11:59:43.460832,3.8109450340271,0,False,7.229793,3.8109450340271
1,2023-04-03 11:59:46.879680,2023-04-03 11:59:53.163319,6.283639192581177,0,False,11.127474,6.283639192581177
2,2023-04-03 11:59:58.007154,2023-04-03 12:00:06.414908,8.407753944396973,0,False,27.382178,8.407753944396973
3,2023-04-03 12:00:25.389332,2023-04-03 12:00:39.475373,14.08604097366333,0,False,38.789641,14.08604097366333
4,2023-04-03 12:01:04.178973,2023-04-03 12:01:17.406749,13.227776050567629,0,False,24.108289,13.227776050567629
5,2023-04-03 12:01:28.287262,2023-04-03 12:01:38.998543,10.711281061172484,0,False,98.661985,10.711281061172484
6,2023-04-03 12:03:06.949247,2023-04-03 12:03:11.227421,4.278174161911011,0,False,12.833347,4.278174161911011
7,2023-04-03 12:03:19.782594,2023-04-03 12:03:29.785726,10.003132104873655,0,False,30.60633,10.003132104873655
8,2023-04-03 12:03:50.388924,2023-04-03 12:04:06.603781,16.21485733985901,0,False,29.178739,16.21485733985901
9,2023-04-03 12:04:19.567663,2023-04-03 12:04:27.992110,8.424446821212769,0,False,15.386035,8.424446821212769
10,2023-04-03 12:04:34.953698,2023-04-03 12:04:42.499097,7.545398950576782,0,False,16.75039,7.545398950576782
11,2023-04-03 12:04:51.704088,2023-04-03 12:04:57.514420,5.8103320598602295,0,False,8.867105,5.8103320598602295
12,2023-04-03 12:05:00.571193,2023-04-03 12:05:05.592725,5.02153205871582,0,False,11.931814,5.02153205871582
13,2023-04-03 12:05:12.503007,2023-04-03 12:05:26.594499,14.091492176055908,0,False,18.722255,14.091492176055908
14,2023-04-03 12:05:31.225262,2023-04-03 12:05:41.234453,10.009190797805786,0,False,107.973398,10.009190797805786
15,2023-04-03 12:07:19.198660,2023-04-03 12:07:29.167843,9.969182968139648,0,False,47.447075,9.969182968139648
16,2023-04-03 12:08:06.645735,2023-04-03 12:08:12.460675,5.814939975738525,0,False,18.06167,5.814939975738525
17,2023-04-03 12:08:24.707405,2023-04-03 12:08:31.188651,6.481245994567871,0,False,48.581667,6.481245994567871
18,2023-04-03 12:09:13.289072,2023-04-03 12:10:02.608177,49.31910490989685,0,False,57.756305,49.31910490989685
19,2023-04-03 12:10:11.045377,2023-04-03 12:10:32.011250,20.96587300300598,0,False,23.363993,20.96587300300598
20,2023-04-03 12:10:34.409370,2023-04-03 12:10:58.848560,24.439189910888672,0,False,39.407007,24.439189910888672
21,2023-04-03 12:11:13.816377,2023-04-03 12:11:22.247466,8.431088924407959,0,False,13.925672,8.431088924407959
22,2023-04-03 12:11:27.742049,2023-04-03 12:11:39.524605,11.782556056976318,0,False,23.06272,11.782556056976318
23,2023-04-03 12:11:50.804769,2023-04-03 12:11:58.792835,7.988065958023071,0,False,16.394407,7.988065958023071
24,2023-04-03 12:12:07.199176,2023-04-03 12:12:21.597800,14.398624181747437,0,False,17.671554,14.398624181747437
25,2023-04-03 12:12:24.870730,2023-04-03 12:12:40.318724,15.447994232177734,0,False,49.560344,15.447994232177734
26,2023-04-03 12:13:14.431074,2023-04-03 12:13:29.208616,14.777541875839232,0,False,34.478095,14.777541875839232
27,2023-04-03 12:13:48.909169,2023-04-03 12:13:54.360109,5.450940132141113,0,False,9.912505,5.450940132141113
28,2023-04-03 12:13:58.821674,2023-04-03 12:14:07.346243,8.524569272994995,0,False,18.210397,8.524569272994995
29,2023-04-03 12:14:17.032071,2023-04-03 12:14:25.424704,8.392633199691772,0,False,22.261518,8.392633199691772
30,2023-04-03 12:14:39.293589,2023-04-03 12:14:47.917119,8.623530149459839,0,False,15.61799,8.623530149459839
31,2023-04-03 12:14:54.911579,2023-04-03 12:15:00.130297,5.21871829032898,0,False,8.631943,5.21871829032898
32,2023-04-03 12:15:03.543522,2023-04-03 12:15:10.193173,6.649650812149048,0,False,10.882743,6.649650812149048
33,2023-04-03 12:15:14.426265,2023-04-03 12:15:17.741350,3.315084934234619,0,False,13.537426,3.315084934234619
34,2023-04-03 12:15:27.963691,2023-04-03 12:15:35.475219,7.511528015136719,0,False,20.737421,7.511528015136719
35,2023-04-03 12:15:48.701112,2023-04-03 12:15:56.751020,8.049907922744751,0,False,14.578087,8.049907922744751
36,2023-04-03 12:16:03.279199,2023-04-03 12:16:12.914506,9.63530707359314,0,False,22.317918,9.63530707359314
37,2023-04-03 12:16:25.597117,2023-04-03 12:16:43.761175,18.164058208465576,0,False,32.710111,18.164058208465576
38,2023-04-03 12:16:58.307228,2023-04-03 12:17:32.034220,33.72699213027954,0,False,41.843038,33.72699213027954
39,2023-04-03 12:17:40.150266,2023-04-03 12:17:45.079004,4.928737640380859,0,False,14.32313,4.928737640380859
40,2023-04-03 12:17:54.473396,2023-04-03 12:17:58.084699,3.6113028526306152,0,False,4.789689,3.6113028526306152
41,2023-04-03 12:17:59.263085,2023-04-03 12:18:12.704590,13.441504955291748,0,False,19.837189,13.441504955291748
42,2023-04-03 12:18:19.100274,2023-04-03 12:18:28.407217,9.3069429397583,0,False,12.690032,9.3069429397583
43,2023-04-03 12:18:31.790306,2023-04-03 12:18:36.561258,4.770951986312866,0,False,6.958507,4.770951986312866
44,2023-04-03 12:18:38.748813,2023-04-03 12:18:45.026938,6.278125047683716,0,False,17.12724,6.278125047683716
45,2023-04-03 12:18:55.876053,2023-04-03 12:19:07.498607,11.622554063796995,0,False,15.552322,11.622554063796995
46,2023-04-03 12:19:11.428375,2023-04-03 12:19:15.562015,4.1336400508880615,0,False,5.575614,4.1336400508880615
47,2023-04-03 12:19:17.003989,2023-04-03 12:19:26.328380,9.324390888214111,0,False,11.225997,9.324390888214111
48,2023-04-03 12:19:28.229986,2023-04-03 12:19:48.345930,20.115944147109985,0,False,26.342249,20.115944147109985
49,2023-04-03 12:19:54.572235,2023-04-03 12:20:06.771997,12.199761867523192,0,False,22.721302,12.199761867523192
